"","Title","Author","Subject","Abstract","Meta"
"117","A new framework to follow up candidates from continuous gravitational-wave searches","P. B. Covas, R. Prix, J. Martins","General Relativity and Quantum Cosmology (gr-qc)","Searches for continuous gravitational waves from unknown neutron stars are limited in sensitivity due to their high computational cost. For this reason, developing new methods or improving existing ones can increase the probability of making a detection. In this paper we present a new framework that uses MCMC or nested sampling methods to follow-up candidates of continuous gravitational-wave searches. This framework aims to go beyond the capabilities of PYFSTAT (which is limited to the PTEMCEE sampler), by allowing a flexible choice of sampling algorithm (using BILBY as a wrapper) and multi-dimensional correlated prior distributions. We show that MCMC and nested sampling methods can recover the maximum posterior point for much bigger parameter-space regions than previously thought (including for sources in binary systems), and we present tests that examine the capabilities of the new framework: a comparison between the DYNESTY, NESSAI, and PTEMCEE samplers, the usage of correlated priors, and its improved computational cost.","Mon, 29 Apr 2024 11:22:45 UTC (4,698 KB)"
"118","Two-dimensional correlation propagation dynamics with a cluster discrete phase-space method","Kazuma Nagao, Seiji Yunoki","Quantum Gases (cond-mat.quant-gas)","Nonequilibrium dynamics of highly-controlled quantum systems is a challenging issue in statistical physics and quantum many-body physics, relevant to recent experimental developments of analog and digital quantum simulations. In this work, we develop a discrete phase-space approach for general SU($N$) spin systems that utilizes cluster mean field equations, which capture non-trivial quantum correlations inside each cluster, beyond the capability of the standard discrete truncated Wigner approximation for individual classical spins. Our formalism, based on a cluster phase-point operator, makes it possible to realize scalable numerical samplings of cluster phase-space variables, where the total number of noise variables for a direct product state is independent of the choice of the separation into finite regions of clusters. We numerically demonstrate that the cluster discrete truncated Wigner approximation (C-dTWA) method can reproduce key results in a recent experiment on the correlation propagation dynamics in a two dimensional Bose-Hubbard system. We also compare the results of C-dTWA for clusters of $2\times 2$ sites with those of a two-dimensional tensor network method and discuss that both approaches agree very well in a short time region, where the energy is well conserved in the tensor network simulations. Since we formulate the C-dTWA method in a general form, it can be potentially applied to various dynamical problems in isolated and open quantum systems even in higher dimensions.","Mon, 29 Apr 2024 11:08:44 UTC (130 KB)"
"119","FREB-TQA: A Fine-Grained Robustness Evaluation Benchmark for Table Question Answering","Wei Zhou, Mohsen Mesgar, Heike Adel, Annemarie Friedrich","Computation and Language (cs.CL)","Table Question Answering (TQA) aims at composing an answer to a question based on tabular data. While prior research has shown that TQA models lack robustness, understanding the underlying cause and nature of this issue remains predominantly unclear, posing a significant obstacle to the development of robust TQA systems. In this paper, we formalize three major desiderata for a fine-grained evaluation of robustness of TQA systems. They should (i) answer questions regardless of alterations in table structure, (ii) base their responses on the content of relevant cells rather than on biases, and (iii) demonstrate robust numerical reasoning capabilities. To investigate these aspects, we create and publish a novel TQA evaluation benchmark in English. Our extensive experimental analysis reveals that none of the examined state-of-the-art TQA systems consistently excels in these three aspects. Our benchmark is a crucial instrument for monitoring the behavior of TQA systems and paves the way for the development of robust TQA systems. We release our benchmark publicly.","Mon, 29 Apr 2024 10:55:08 UTC (8,773 KB)"
"120","IncidentResponseGPT: Generating Traffic Incident Response Plans with Generative Artificial Intelligence","Artur Grigorev, Khaled Saleh, Yuming Ou","Machine Learning (cs.LG)","Traffic congestion due to road incidents poses a significant challenge in urban environments, leading to increased pollution, economic losses, and traffic congestion. Efficiently managing these incidents is imperative for mitigating their adverse effects; however, the complexity of urban traffic systems and the variety of potential incidents represent a considerable obstacle. This paper introduces IncidentResponseGPT, an innovative solution designed to assist traffic management authorities by providing rapid, informed, and adaptable traffic incident response plans. By integrating a Generative AI platform with real-time traffic incident reports and operational guidelines, our system aims to streamline the decision-making process in responding to traffic incidents. The research addresses the critical challenges involved in deploying AI in traffic management, including overcoming the complexity of urban traffic networks, ensuring real-time decision-making capabilities, aligning with local laws and regulations, and securing public acceptance for AI-driven systems. Through a combination of text analysis of accident reports, validation of AI recommendations through traffic simulation, and implementation of transparent and validated AI systems, IncidentResponseGPT offers a promising approach to optimizing traffic flow and reducing congestion in the face of traffic incidents. The relevance of this work extends to traffic management authorities, emergency response teams, and municipal bodies, all integral stakeholders in urban traffic control and incident management. By proposing a novel solution to the identified challenges, this research aims to develop a framework that not only facilitates faster resolution of traffic incidents but also minimizes their overall impact on urban traffic systems.","Mon, 29 Apr 2024 09:45:46 UTC (161 KB)"
"121","OAEI Machine Learning Dataset for Online Model Generation","Sven Hertling, Ebrahim Norouzi, Harald Sack","Information Retrieval (cs.IR)","Ontology and knowledge graph matching systems are evaluated annually by the Ontology Alignment Evaluation Initiative (OAEI). More and more systems use machine learning-based approaches, including large language models. The training and validation datasets are usually determined by the system developer and often a subset of the reference alignments are used. This sampling is against the OAEI rules and makes a fair comparison impossible. Furthermore, those models are trained offline (a trained and optimized model is packaged into the matcher) and therefore the systems are specifically trained for those tasks. In this paper, we introduce a dataset that contains training, validation, and test sets for most of the OAEI tracks. Thus, online model learning (the systems must adapt to the given input alignment without human intervention) is made possible to enable a fair comparison for ML-based systems. We showcase the usefulness of the dataset by fine-tuning the confidence thresholds of popular systems.","Mon, 29 Apr 2024 09:33:53 UTC (24 KB)"
"122","A Framework to Model ML Engineering Processes","Sergio Morales, Robert Clarisó, Jordi Cabot","Software Engineering (cs.SE)","The development of Machine Learning (ML) based systems is complex and requires multidisciplinary teams with diverse skill sets. This may lead to communication issues or misapplication of best practices. Process models can alleviate these challenges by standardizing task orchestration, providing a common language to facilitate communication, and nurturing a collaborative environment. Unfortunately, current process modeling languages are not suitable for describing the development of such systems. In this paper, we introduce a framework for modeling ML-based software development processes, built around a domain-specific language and derived from an analysis of scientific and gray literature. A supporting toolkit is also available.","Mon, 29 Apr 2024 09:17:36 UTC (922 KB)"
"123","Enabling Efficient and Flexible Interpretability of Data-driven Anomaly Detection in Industrial Processes with AcME-AD","Valentina Zaccaria, Chiara Masiero, David Dandolo, Gian Antonio Susto","Machine Learning (cs.LG)","While Machine Learning has become crucial for Industry 4.0, its opaque nature hinders trust and impedes the transformation of valuable insights into actionable decision, a challenge exacerbated in the evolving Industry 5.0 with its human-centric focus. This paper addresses this need by testing the applicability of AcME-AD in industrial settings. This recently developed framework facilitates fast and user-friendly explanations for anomaly detection. AcME-AD is model-agnostic, offering flexibility, and prioritizes real-time efficiency. Thus, it seems suitable for seamless integration with industrial Decision Support Systems. We present the first industrial application of AcME-AD, showcasing its effectiveness through experiments. These tests demonstrate AcME-AD's potential as a valuable tool for explainable AD and feature-based root cause analysis within industrial environments, paving the way for trustworthy and actionable insights in the age of Industry 5.0.","Mon, 29 Apr 2024 09:11:41 UTC (324 KB)"
"124","An Agile Formal Specification Language Design Based on K Framework","Jianyu Zhang, Long Zhang, Yixuan Wu, Feng Yang","Software Engineering (cs.SE)","Formal Methods (FMs) are currently essential for verifying the safety and reliability of software systems. However, the specification writing in formal methods tends to be complex and challenging to learn, requiring familiarity with various intricate formal specification languages and verification technologies. In response to the increasing complexity of software frameworks, existing specification writing methods fall short in meeting agility requirements. To address this, this paper introduces an Agile Formal Specification Language (ASL). The ASL is defined based on the K Framework and YAML Ain't Markup Language (YAML). The design of ASL incorporates agile design principles, making the writing of formal specifications simpler, more efficient, and scalable. Additionally, a specification translation algorithm is developed, capable of converting ASL into K formal specification language that can be executed for verification. Experimental evaluations demonstrate that the proposed method significantly reduces the code size needed for specification writing, enhancing agility in formal specification writing.","Mon, 29 Apr 2024 09:00:50 UTC (3,831 KB)"
"125","Self-Similar Collapse in Painleve-Gullstrand Coordinates","Soumya Chakrabarti, Chiranjeeb Singha","General Relativity and Quantum Cosmology (gr-qc)","We report a family of self-similar exact solutions in General Relativity. The solutions are found in a Painleve-Gullstrand coordinate system but can also be transformed smoothly into a diagonal form. The solutions represent a gravitational collapse leading to three possible outcomes, depending on the parameter space : (i) a collapse followed by a bounce and dispersal of the clustered matter distribution, (ii) a rapid collapse followed by a bounce and an eventual re-collapse, and (iii) a standard collapse leading to zero proper volume. Profiles of the energy conditions are studied for all of the scenarios, and it is noted that a bounce is usually associated with a violation of the Null Energy Condition. It is found that more than one null surfaces (apparent horizons) can develop during the collapse. We also discuss that for a general metric tensor having a conformal symmetry, some regions of the parameter space allows a formation of null throat, much like a wormhole. Matching the metric with a Schwarzschild metric in Painleve-Gullstrand form leads to the geodesic equation for a zero energy falling particle in the exterior.","Mon, 29 Apr 2024 05:13:51 UTC (238 KB)"
"126","The Jive Verification System and its Transformative Impact on Weather Forecasting Operations","Nicholas Loveday, Deryn Griffiths, Tennessee Leeuwenburg, Robert Taggart, Thomas C. Pagano, George Cheng, Kevin Plastow, Elizabeth Ebert, Cassandra Templeton, Maree Carroll, Mohammadreza Khanarmuei, Isha Nagpal","Atmospheric and Oceanic Physics (physics.ao-ph)","Forecast verification is critical for continuous improvement in meteorological organizations. The Jive verification system was originally developed to assess the accuracy of public weather forecasts issued by the Australian Bureau of Meteorology. It started as a research project in 2015 and gradually evolved into the operational verification system that went live in 2022. The system includes daily verification dashboards for forecasters to visualize recent forecast performance and ""Evidence Targeted Automation"" dashboards for exploring the performance of competing forecast systems. Additionally, there is a Jupyter Notebook server with the Jive Python library which supports research experiments, case studies, and the development of new verification metrics and tools.
This paper shows how the Jive verification project helped bring verification to the forefront at the Bureau of Meteorology, leading to more accurate, streamlined forecasts. Jive has been used to provide evidence for forecast automation decisions and has helped to understand the evolving role of meteorologists in the forecast process. It has given operational meteorologists tools for evaluating forecast processes, including identifying when and how manual interventions lead to superior predictions. The project also led to new verification science, including novel metrics that are decision-focused, including for extreme conditions. Additionally, Jive has provided the Bureau with an enterprise-wide data analysis environment and has prompted a clarification of forecast definitions.
These collective impacts have resulted in more accurate forecasts, ultimately benefiting society, and building trust with forecast users. These positive outcomes highlight the importance of meteorological organizations investing in verification science and technology.","Mon, 29 Apr 2024 05:00:40 UTC (852 KB)"
"127","Mixture-of-Instructions: Comprehensive Alignment of a Large Language Model through the Mixture of Diverse System Prompting Instructions","Bowen Xu, Shaoyu Wu, Kai Liu, Lulu Hu","Computation and Language (cs.CL)","With the proliferation of large language models (LLMs), the comprehensive alignment of such models across multiple tasks has emerged as a critical area of research. Existing alignment methodologies primarily address single task, such as multi-turn dialogue, coding, mathematical problem-solving, and tool usage. However, AI-driven products that leverage language models usually necessitate a fusion of these abilities to function effectively in real-world scenarios. Moreover, the considerable computational resources required for proper alignment of LLMs underscore the need for a more robust, efficient, and encompassing approach to multi-task alignment, ensuring improved generative performance. In response to these challenges, we introduce a novel technique termed Mixture-of-Instructions (MoI), which employs a strategy of instruction concatenation combined with diverse system prompts to boost the alignment efficiency of language models. We have also compiled a diverse set of seven benchmark datasets to rigorously evaluate the alignment efficacy of the MoI-enhanced language model. Our methodology was applied to the open-source Qwen-7B-chat model, culminating in the development of Qwen-SFT-MoI. This enhanced model demonstrates significant advancements in generative capabilities across coding, mathematics, and tool use tasks.","Mon, 29 Apr 2024 03:58:12 UTC (3,478 KB)"
"128","ViOCRVQA: Novel Benchmark Dataset and Vision Reader for Visual Question Answering by Understanding Vietnamese Text in Images","Huy Quang Pham, Thang Kien-Bao Nguyen, Quan Van Nguyen, Dan Quang Tran, Nghia Hieu Nguyen, Kiet Van Nguyen, Ngan Luu-Thuy Nguyen","Computer Vision and Pattern Recognition (cs.CV)","Optical Character Recognition - Visual Question Answering (OCR-VQA) is the task of answering text information contained in images that have just been significantly developed in the English language in recent years. However, there are limited studies of this task in low-resource languages such as Vietnamese. To this end, we introduce a novel dataset, ViOCRVQA (Vietnamese Optical Character Recognition - Visual Question Answering dataset), consisting of 28,000+ images and 120,000+ question-answer pairs. In this dataset, all the images contain text and questions about the information relevant to the text in the images. We deploy ideas from state-of-the-art methods proposed for English to conduct experiments on our dataset, revealing the challenges and difficulties inherent in a Vietnamese dataset. Furthermore, we introduce a novel approach, called VisionReader, which achieved 0.4116 in EM and 0.6990 in the F1-score on the test set. Through the results, we found that the OCR system plays a very important role in VQA models on the ViOCRVQA dataset. In addition, the objects in the image also play a role in improving model performance. We open access to our dataset at link (this https URL) for further research in OCR-VQA task in Vietnamese.","Mon, 29 Apr 2024 03:17:47 UTC (9,443 KB)"
"129","6G comprehensive intelligence: network operations and optimization based on Large Language Models","Sifan Long, Fengxiao Tang, Yangfan Li, Tiao Tan, Zhengjie Jin, Ming Zhao, Nei Kato","Networking and Internet Architecture (cs.NI)","The sixth generation mobile communication standard (6G) can promote the development of Industrial Internet and Internet of Things (IoT). To achieve comprehensive intelligent development of the network and provide customers with higher quality personalized services. This paper proposes a network performance optimization and intelligent operation network architecture based on Large Language Model (LLM), aiming to build a comprehensive intelligent 6G network system. The Large Language Model, with more parameters and stronger learning ability, can more accurately capture patterns and features in data, which can achieve more accurate content output and high intelligence and provide strong support for related research such as network data security, privacy protection, and health assessment. This paper also presents the design framework of a network health assessment system based on LLM and focuses on its potential application value, through the case of network health management system, it is fully demonstrated that the 6G intelligent network system based on LLM has important practical significance for the comprehensive realization of intelligence.","Mon, 29 Apr 2024 02:23:53 UTC (2,048 KB)"
"130","Out-of-distribution generalization under random, dense distributional shifts","Yujin Jeong, Dominik Rothenhäusler","Methodology (stat.ME)","Many existing approaches for estimating parameters in settings with distributional shifts operate under an invariance assumption. For example, under covariate shift, it is assumed that p(y|x) remains invariant. We refer to such distribution shifts as sparse, since they may be substantial but affect only a part of the data generating system. In contrast, in various real-world settings, shifts might be dense. More specifically, these dense distributional shifts may arise through numerous small and random changes in the population and environment. First, we will discuss empirical evidence for such random dense distributional shifts and explain why commonly used models for distribution shifts-including adversarial approaches-may not be appropriate under these conditions. Then, we will develop tools to infer parameters and make predictions for partially observed, shifted distributions. Finally, we will apply the framework to several real-world data sets and discuss diagnostics to evaluate the fit of the distributional uncertainty model.","Mon, 29 Apr 2024 02:16:24 UTC (2,311 KB)"
"131","Reactive Composition of UAV Delivery Services in Urban Environments","Woojin Lee, Babar Shahzaad, Balsam Alkouz, Athman Bouguettaya","Robotics (cs.RO)","We propose a novel failure-aware reactive UAV delivery service composition framework. A skyway network infrastructure is presented for the effective provisioning of services in urban areas. We present a formal drone delivery service model and a system architecture for reactive drone delivery services. We develop radius-based, cell density-based, and two-phased algorithms to reduce the search space and perform reactive service compositions when a service failure occurs. We conduct a set of experiments with a real drone dataset to demonstrate the effectiveness of our proposed approach.","Mon, 29 Apr 2024 02:04:07 UTC (16,442 KB)"
"132","Display in the Air: Balancing Distraction and Workload in AR Glasses Interfaces for Driving Navigation","Xiangyang He, Keyuan Zhou","Human-Computer Interaction (cs.HC)","Augmented Reality (AR) navigation via Head-Mounted Displays (HMDs), particularly AR glasses, is revolutionizing the driving experience by integrating real-time routing information into the driver's field of view. Despite the potential of AR glasses, the question of how to display navigation information on the interface of these devices remains a valuable yet relatively unexplored research area. This study employs a mixed-method approach involving 32 participants, combining qualitative feedback from semi-structured interviews with quantitative data from usability questionnaires in both simulated and real-world scenarios. Highlighting the necessity of real-world testing, the research evaluates the impact of five icon placements on the efficiency and effectiveness of information perception in both environments. The experiment results indicate a preference for non-central icon placements, especially bottom-center in real world, which mostly balances distraction and workload for the driver. Moreover, these findings contribute to the formulation of four specific design implications for augmented reality interfaces and systems. This research advances the understanding of AR glasses in driving assistance and sets the stage for further developments in this emerging technology field.","Mon, 29 Apr 2024 01:37:11 UTC (3,253 KB)"
"133","Numerical investigation of fluid-structure interaction in a pilot-operated microfluidic valve","Ahmed Aissa Berraies, E. Harald van Brummelen, Ferdinando Auricchio","Fluid Dynamics (physics.flu-dyn)","The present paper is concerned with numerical investigation of the performance of a pilot-operated control valve based on shape memory alloy actuation control. The valve under investigation can be integrated into miniaturized hydraulic systems and is developed to perform precise dispensing, mixing, or dosing tasks while being able to withstand relatively high pressure differences. The study evaluates the valve's response under the current ON/OFF and the desired proportional control regimes using numerical methods for fluid-structure interaction. The computational model replicates the operation of the valve, which requires an understanding of the complex interactions between the fluid flow with the pressurized valve and the contact with the valve seat during the opening and closing processes. In addition, the model leverages advanced numerical techniques to overcome several complexities arising mainly from the geometrical, material, and contact nonlinearities, and to mitigate the shortcomings of the partitioned fluid-structure interaction approach. Several simulations are conducted to examine the valve's structural and flow behavior under varying pressure conditions. Results indicate that the valve is adequate for ON/OFF actuation control but is susceptible to flow-induced vibrations during the proportional control regime that occurs due to the sharp pressure drop in the valve-seat gap and the ensuing Venturi effect, which counteract the opening of the main valve. The fluid-structure-interaction simulations provide insight into the mechanism underlying the flow-induced vibrations, which can serve to improve the design and enhance the performance of the valve in microfluidic applications.","Sun, 28 Apr 2024 23:33:47 UTC (24,902 KB)"
"134","Trends and Challenges of Real-time Learning in Large Language Models: A Critical Review","Mladjan Jovanovic, Peter Voss","Machine Learning (cs.LG)","Real-time learning concerns the ability of learning systems to acquire knowledge over time, enabling their adaptation and generalization to novel tasks. It is a critical ability for intelligent, real-world systems, especially when data may be insufficient or difficult to obtain. This review provides a comprehensive analysis of real-time learning in Large Language Models. It synthesizes the state-of-the-art real-time learning paradigms, including continual learning, meta-learning, parameter-efficient learning, and mixture-of-experts learning. We demonstrate their utility for real-time learning by describing specific achievements from these related topics and their critical factors. Finally, the paper highlights current problems and challenges for future research in the field. By consolidating the latest relevant research developments, this review offers a comprehensive understanding of real-time learning and its implications for designing and developing LLM-based learning systems addressing real-world problems.","Sun, 28 Apr 2024 20:44:53 UTC (2,199 KB)"
"135","Tunable Ultrafast Dynamics of Antiferromagnetic Vortices in Nanoscale Dots","Ji Zou, Even Thingstad, Se Kwon Kim, Jelena Klinovaja, Daniel Loss","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Topological vortex textures in magnetic disks have garnered great attention due to their interesting physics and diverse applications. However, up to now, the vortex state has mainly been studied in microsize ferromagnetic disks, which have oscillation frequencies confined to the GHz range. Here, we propose an experimentally feasible ultrasmall and ultrafast vortex state in an antiferromagnetic nanodot surrounded by a heavy metal, which is further harnessed to construct a highly tunable vortex network. We theoretically demonstrate that, interestingly, the interfacial Dzyaloshinskii-Moriya interaction (iDMI) induced by the heavy metal at the boundary of the dot acts as an effective chemical potential for the vortices in the interior. Mimicking the creation of a superfluid vortex by rotation, we show that a magnetic vortex state can be stabilized by this iDMI. Subjecting the system to an electric current can trigger vortex oscillations via spin-transfer torque, which reside in the THz regime and can be further modulated by external magnetic fields. Furthermore, we show that coherent coupling between vortices in different nanodisks can be achieved via an antiferromagnetic link. Remarkably, this interaction depends on the vortex polarity and topological charge and is also exceptionally tunable through the vortex resonance frequency. This opens up the possibility for controllable interconnected networks of antiferromagnetic vortices. Our proposal therefore introduces a new avenue for developing high-density memory, ultrafast logic devices, and THz signal generators, which are ideal for compact integration into microchips.","Sun, 28 Apr 2024 20:30:11 UTC (3,468 KB)"
"136","Evaluating a quantum-classical quantum Monte Carlo algorithm with Matchgate shadows","Benchen Huang, Yi-Ting Chen, Brajesh Gupt, Martin Suchara, Anh Tran, Sam McArdle, Giulia Galli","Quantum Physics (quant-ph)","Solving the electronic structure problem of molecules and solids to high accuracy is a major challenge in quantum chemistry and condensed matter physics. The rapid emergence and development of quantum computers offer a promising route to systematically tackle this problem. Recent work by Huggins et al.[1] proposed a hybrid quantum-classical quantum Monte Carlo (QC-QMC) algorithm using Clifford shadows to determine the ground state of a Fermionic Hamiltonian. This approach displayed inherent noise resilience and the potential for improved accuracy compared to its purely classical counterpart. Nevertheless, the use of Clifford shadows introduces an exponentially scaling post-processing cost. In this work, we investigate an improved QC-QMC scheme utilizing the recently developed Matchgate shadows technique [2], which removes the aforementioned exponential bottleneck. We observe from experiments on quantum hardware that the use of Matchgate shadows in QC-QMC is inherently noise robust. We show that this noise resilience has a more subtle origin than in the case of Clifford shadows. Nevertheless, we find that classical post-processing, while asymptotically efficient, requires hours of runtime on thousands of classical CPUs for even the smallest chemical systems, presenting a major challenge to the scalability of the algorithm.","Sun, 28 Apr 2024 20:10:49 UTC (2,118 KB)"
"137","Using Deep Q-Learning to Dynamically Toggle between Push/Pull Actions in Computational Trust Mechanisms","Zoi Lygizou, Dimitris Kalles","Artificial Intelligence (cs.AI)","Recent work on decentralized computational trust models for open Multi Agent Systems has resulted in the development of CA, a biologically inspired model which focuses on the trustee's perspective. This new model addresses a serious unresolved problem in existing trust and reputation models, namely the inability to handle constantly changing behaviors and agents' continuous entry and exit from the system. In previous work, we compared CA to FIRE, a well-known trust and reputation model, and found that CA is superior when the trustor population changes, whereas FIRE is more resilient to the trustee population changes. Thus, in this paper, we investigate how the trustors can detect the presence of several dynamic factors in their environment and then decide which trust model to employ in order to maximize utility. We frame this problem as a machine learning problem in a partially observable environment, where the presence of several dynamic factors is not known to the trustor and we describe how an adaptable trustor can rely on a few measurable features so as to assess the current state of the environment and then use Deep Q Learning (DQN), in a single-agent Reinforcement Learning setting, to learn how to adapt to a changing environment. We ran a series of simulation experiments to compare the performance of the adaptable trustor with the performance of trustors using only one model (FIRE or CA) and we show that an adaptable agent is indeed capable of learning when to use each model and, thus, perform consistently in dynamic environments.","Sun, 28 Apr 2024 19:44:56 UTC (2,586 KB)"
"138","Out-of-distribution Detection in Medical Image Analysis: A survey","Zesheng Hong, Yubiao Yue, Yubin Chen, Huanjie Lin, Yuanmei Luo, Mini Han Wang, Weidong Wang, Jialong Xu, Xiaoqi Yang, Zhenzhang Li, Sihong Xie","Computer Vision and Pattern Recognition (cs.CV)","Computer-aided diagnostics has benefited from the development of deep learning-based computer vision techniques in these years. Traditional supervised deep learning methods assume that the test sample is drawn from the identical distribution as the training data. However, it is possible to encounter out-of-distribution samples in real-world clinical scenarios, which may cause silent failure in deep learning-based medical image analysis tasks. Recently, research has explored various out-of-distribution (OOD) detection situations and techniques to enable a trustworthy medical AI system. In this survey, we systematically review the recent advances in OOD detection in medical image analysis. We first explore several factors that may cause a distributional shift when using a deep-learning-based model in clinic scenarios, with three different types of distributional shift well defined on top of these factors. Then a framework is suggested to categorize and feature existing solutions, while the previous studies are reviewed based on the methodology taxonomy. Our discussion also includes evaluation protocols and metrics, as well as the challenge and a research direction lack of exploration.","Sun, 28 Apr 2024 18:51:32 UTC (4,215 KB)"
"139","A Universal Kinematical Group for Quantum Mechanics","Gerald A. Goldin, David H. Sharp","Quantum Physics (quant-ph)","In 1968, Dashen and Sharp obtained a certain singular Lie algebra of local densities and currents from canonical commutation relations in nonrelativistic quantum field theory. The corresponding Lie group is infinite dimensional: the natural semidirect product of an additive group of scalar functions with a group of diffeomorphisms. Unitary representations of this group describe a wide variety of quantum systems, and have predicted previously unsuspected possibilities; notably, anyons and nonabelian anyons in two space dimensions. We present here foundational reasons why this semidirect product group serves as a universal kinematical group for quantum mechanics. We obtain thus a unified account of all possible quantum kinematics for systems with mass in an arbitrary physical space, and clarify the role played by topology in quantum mechanics. Our development does not require quantization of classical phase space; rather, the classical limit follows from the quantum mechanics. We also consider the relationship of our development to Heisenberg quantization.","Sun, 28 Apr 2024 18:46:24 UTC (21 KB)"
"140","ROS 2 on a Chip, Achieving Brain-Like Speeds and Efficiency in Robotic Networking","Víctor Mayoral-Vilches, Juan Manuel Reina-Muñoz, Martiño Crespo-Álvarez, David Mayoral-Vilches","Robotics (cs.RO)","The Robot Operating System (ROS) pubsub model played a pivotal role in developing sophisticated robotic applications. However, the complexities and real-time demands of modern robotics necessitate more efficient communication solutions that are deterministic and isochronous. This article introduces a groundbreaking approach: embedding ROS 2 message-passing infrastructure directly onto a specialized hardware chip, significantly enhancing speed and efficiency in robotic communications. Our FPGA prototypes of the chip design can send or receive packages in less than 2.5 microseconds, accelerating networking communications by more than 62x on average and improving energy consumption by more than 500x when compared to traditional ROS 2 software implementations on modern CPUs. Additionally, it dramatically reduces maximum latency in ROS 2 networking communication by more than 30,000x. In situations of peak latency, our design guarantees an isochronous response within 11 microseconds, a stark improvement over the potential hundreds of milliseconds reported by modern CPU systems under similar conditions.","Sun, 28 Apr 2024 15:03:49 UTC (1,408 KB)"
"141","LEGO-like Small-Model Constructions for Åqvist's Logics","Dmitry Rozplokhas","Logic in Computer Science (cs.LO)","Åqvist's logics (E, F, F+(CM), and G) are among the best-known systems in the long tradition of preference-based approaches for modeling conditional obligation. While the general semantics of preference models align well with philosophical intuitions, more constructive characterizations are needed to assess computational complexity and facilitate automated deduction. Existing small model constructions from conditional logics (due to Friedman and Halpern) are applicable only to F+(CM) and G, while recently developed proof-theoretic characterizations leave unresolved the exact complexity of theoremhood in logic F. In this paper, we introduce alternative small model constructions, obtained uniformly for all four Åqvist's logics. Our constructions propose alternative semantical characterizations and imply co-NP-completeness of theoremhood. Furthermore, they can be naturally encoded in classical propositional logic for automated deduction.","Sun, 28 Apr 2024 14:57:10 UTC (54 KB)"
"142","Gate tunable edge magnetoplasmon resonators","E. Frigerio, G. Rebora, M. Ruelle, H. Souquet-Basiège, Y. Jin, U. Gennser, A. Cavanna, B. Plaçais, E. Baudin, J.-M. Berroir, I. Safi, P. Degiovanni, G. Fève, G. Ménard","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Quantum Hall systems are platforms of choice when it comes to study topological properties of condensed matter systems and anyonic exchange statistics. In this work we have developed a tunable radiofrequency edge magnetoplasmonic resonator meant to serve as a versatile platform for future interferometric devices. The resonance frequency of the system is controlled by both the magnetic field and a set of electrostatic gates. The gates allow us to change both the size of the resonant cavity and the electronic density of the two-dimensional electron gas. We show that we can continuously control the frequency response of our resonator, making it possible to develop an edge magnetoplasmon interferometer. As we reach smaller sizes of our resonator, finite size effects caused by the measurement probes manifest. We present a theoretical description of the system taking into account the spatial extension of the probing gates. In the future, such device will be a valuable tool to investigate the properties of non-abelian anyons in the fractional quantum Hall regime.","Sun, 28 Apr 2024 14:51:49 UTC (955 KB)"
"143","Learning to Move Objects with Fluid Streams in a Differentiable Simulation","Karlis Freivalds, Laura Leja, Oskars Teikmanis","Robotics (cs.RO)","We introduce a method for manipulating objects in three-dimensional space using controlled fluid streams. To achieve this, we train a neural network controller in a differentiable simulation and evaluate it in a simulated environment consisting of an 8x8 grid of vertical emitters. By carrying out various horizontal displacement tasks such as moving objects to specific positions while reacting to external perturbations, we demonstrate that a controller, trained with a limited number of iterations, can generalise to longer episodes and learn the complex dynamics of fluid-solid interactions. Importantly, our approach requires only the observation of the manipulated object's state, paving the way for the development of physical systems that enable contactless manipulation of objects using air streams.","Sun, 28 Apr 2024 13:26:53 UTC (899 KB)"
"144","Infrared absorbers inspired by nature","Sébastien R. Mouchet","Optics (physics.optics)","Efficient energy harvesting, conversion, and recycling technologies are crucial for addressing the challenges faced by modern societies and the global economy. The potential of harnessing mid-infrared (mid-IR) thermal radiation as a pervasive and readily available energy source has so far no been fully exploited, particularly through bioinspiration. In this article, by reviewing existing photon-based strategies and the efficiency of natural systems in harnessing light and thermal radiation, I highlight the promising role of bioinspiration in enhancing energy capture, conversion, and recycling. Natural photonic structures found in various organisms, including insects, birds, and plants, exhibit sophisticated optical properties that can be leveraged for energy-efficient applications. These developments pave the way for future research and innovation in bioinspired energy solutions. Ultimately, they contribute to the pursuit of a sustainable and environmentally conscious future by harnessing the beauty of nature's designs to meet humankind's energy needs.","Sun, 28 Apr 2024 12:57:49 UTC (43,290 KB)"
